0  COSMOS 2251,-72.6473914947172,152.41604545887657,797.3267774116788
1  COSMOS 2251 DEB,14.396787710175227,39.39970779288885,788.8239286866175
2  COSMOS 2251 DEB,-68.6841067168024,35.87108687733131,770.4620238373406
3  COSMOS 2251 DEB,-44.47257360574935,-99.63937437926322,724.2611330480304
4  COSMOS 2251 DEB,37.47019691110231,1.4571782355530984,797.5066430356383
5  COSMOS 2251 DEB,-32.92927108935316,13.456157329062425,777.2808199390734
6  COSMOS 2251 DEB,-41.04949175661464,48.063962666729104,795.173373989042
7  COSMOS 2251 DEB,12.266610982725798,-35.6361010590599,684.0415706416413
8  COSMOS 2251 DEB,31.656156039890448,4.3663476043213345,764.0486251267436
9  COSMOS 2251 DEB,-58.50222230740039,-106.38893631236046,758.4521470291304
10  COSMOS 2251 DEB,11.095392662620348,-177.91384065861004,825.4176395421496
11  COSMOS 2251 DEB,-23.899462334517327,-20.742527725862324,1084.3618968719982
12  COSMOS 2251 DEB,-59.00612653452965,-27.98129635989788,739.4531734926761
13  COSMOS 2251 DEB,66.22684844583382,-159.22183862443043,782.2481158246259
14  COSMOS 2251 DEB,-6.697741817034986,-161.11118735242138,769.2563508286661
15  COSMOS 2251 DEB,-36.80938168421439,-81.84707467740475,675.1450387718774
16  COSMOS 2251 DEB,-53.55860262233809,56.75644209118539,756.1612730235124
17  COSMOS 2251 DEB,-32.216269275753426,133.99352782675072,859.5103749962278
18  COSMOS 2251 DEB,53.51335189718732,-39.616737270381805,809.6532307963223
19  COSMOS 2251 DEB,-9.095365379408392,71.57880445565694,884.86930827768
20  COSMOS 2251 DEB,-12.530763028109217,16.12363124052222,888.6922419431163
21  COSMOS 2251 DEB,35.7500601533744,-157.2726079623304,658.4571217487246
22  COSMOS 2251 DEB,9.159351550193534,-115.23964395672397,650.9182027203386
23  COSMOS 2251 DEB,-46.30551187580224,-136.88412834582508,730.9595148945949
24  COSMOS 2251 DEB,-4.993767631644463,-91.29894111496644,711.9572663137951
25  COSMOS 2251 DEB,19.384165603779834,-87.83069175603657,714.7163829716516
26  COSMOS 2251 DEB,58.65404254031315,-133.9314699383521,641.5258607357746
27  COSMOS 2251 DEB,30.79127626545222,125.64933619796652,680.7774291546947
28  COSMOS 2251 DEB,-36.33820112506407,74.98882425492089,667.7785520892438
29  COSMOS 2251 DEB,56.52978099225365,-113.86167766898915,640.9208630253689
30  COSMOS 2251 DEB,37.165538273508844,-105.94147673525347,497.5946945572501
31  COSMOS 2251 DEB,32.617642954794235,109.62958792098046,716.6054849102381
32  COSMOS 2251 DEB,73.91182695643754,-54.203662893952306,809.7830860233057
33  COSMOS 2251 DEB,-32.439059305407284,148.06654444531202,1147.1326621898029
34  COSMOS 2251 DEB,9.284127597176576,1.322551690861493,693.9541791770927
35  COSMOS 2251 DEB,6.392755998409064,83.98694894588488,735.0587445247767
36  COSMOS 2251 DEB,35.444623796213726,76.60764322996101,752.1446559150314
37  COSMOS 2251 DEB,-69.35412826206975,-152.234156351921,734.4480900368823
38  COSMOS 2251 DEB,34.42669624308742,-16.516510171549662,762.0276171414143
39  COSMOS 2251 DEB,-63.421749322991595,141.24668370354803,903.7087819782635
40  COSMOS 2251 DEB,-38.147275146625084,-153.51218679460374,631.4821283086562
41  COSMOS 2251 DEB,-61.762919113615126,12.610123838349262,767.0792348768804
42  COSMOS 2251 DEB,-73.86159767465519,-107.29885855606528,884.244670048094
43  COSMOS 2251 DEB,-73.85279591638435,72.73159189878142,768.4290073798021
44  COSMOS 2251 DEB,6.580979028379698,-76.98650692254398,693.2176984449233
45  COSMOS 2251 DEB,-54.435832228604994,21.497918055968043,749.7797645755827
46  COSMOS 2251 DEB,24.525051654446212,170.50641053080633,672.3689951209884
47  COSMOS 2251 DEB,34.985686645929505,99.99364425607139,789.7289185864181
48  COSMOS 2251 DEB,-70.80245739649273,-174.30270464375866,722.5817972849962
49  COSMOS 2251 DEB,-38.09333344241282,18.97962083112908,732.2202578454153
50  COSMOS 2251 DEB,11.57434606542315,-77.05724699019974,752.7183247660934
51  COSMOS 2251 DEB,-56.984740349767215,-148.00056303177834,723.5600910990333
52  COSMOS 2251 DEB,20.23835485079692,9.35693402374614,790.5240489364468
53  COSMOS 2251 DEB,52.87015556213175,177.40124296430452,793.5563165029273
54  COSMOS 2251 DEB,14.91299355308263,-177.19815208664122,571.3411364160772
55  COSMOS 2251 DEB,-50.17759407704443,141.16148003388162,836.30129120223
56  COSMOS 2251 DEB,52.70289842190233,-93.31002209881329,623.4983131206285
57  COSMOS 2251 DEB,35.33631453602557,-71.49640445760859,760.078046210377
58  COSMOS 2251 DEB,68.81834150732327,21.31727636436777,488.53208474507824
59  COSMOS 2251 DEB,-42.20802336471819,157.60747836385207,722.9471251071234
60  COSMOS 2251 DEB,-39.068148535833465,-29.78699732319167,764.3606532341435
61  COSMOS 2251 DEB,10.043924357261577,37.69086494317538,738.9281694758017
62  COSMOS 2251 DEB,-31.274491262091296,158.6200227260249,769.8617179492146
63  COSMOS 2251 DEB,47.633721017111085,43.15737111643184,804.430359167171
64  COSMOS 2251 DEB,4.153173260633587,-106.72546457740066,683.8208128021182
65  COSMOS 2251 DEB,3.6697691625013125,-0.043216254615428835,767.0796597118376
66  COSMOS 2251 DEB,-9.009692643298582,-169.57044958834288,706.9515672873134
67  COSMOS 2251 DEB,-28.44434748708928,-133.07193701413811,827.8548786154022
68  COSMOS 2251 DEB,-26.604541220414077,96.21043681263967,808.9883356323054
69  COSMOS 2251 DEB,-58.615384317071054,74.75281793228496,840.3046045066149
